Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397392.mp3;common_voice_de_22397392.mp3;0;140;140;52992;der begleiter start noch am tatort;der begleiter starb noch am tatort;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397395.mp3;common_voice_de_22397395.mp3;0;263;263;100224;die innenstadt besteht aus der altstadt und einem neueren teil;die innenstadt besteht aus der altstadt und einem neueren teil;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397397.mp3;common_voice_de_22397397.mp3;0;312;312;119040;ursprünglich sollte der rumpf kein raketen sondern ein jagduboot werden;ursprünglich sollte der rumpf kein raketen sondern ein jagd u boot werden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397425.mp3;common_voice_de_22397425.mp3;0;144;144;54528;ein anderes beispiel ist ades;ein anderes beispiel ist aids;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397427.mp3;common_voice_de_22397427.mp3;0;203;203;77184;allerdings rief sein werk auch zahlreiche kritiker auf den plan;allerdings rief sein werk auch zahlreiche kritiker auf den plan;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397444.mp3;common_voice_de_22397444.mp3;0;247;247;94080;wir müssen auch die herausforderungen bedenken vor denen europa steht;wir müssen auch die herausforderungen bedenken vor denen europa steht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397447.mp3;common_voice_de_22397447.mp3;0;175;175;66432;dies kann sogar ohne menschliche aufsicht geschehen;dies kann sogar ohne menschliche aufsicht geschehen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397474.mp3;common_voice_de_22397474.mp3;0;216;216;82176;insgesamt leben sieben millionen menschen in dieser region;insgesamt leben sieben millionen menschen in dieser region;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397475.mp3;common_voice_de_22397475.mp3;0;162;162;61440;für seine arbeit an mr;für seine arbeit an mr;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397477.mp3;common_voice_de_22397477.mp3;0;126;126;47616;sie legen sich mit der zeit;sie legen sich mit der zeit;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397505.mp3;common_voice_de_22397505.mp3;0;337;337;128640;ich träume persönlich davon dass wir dem begriff arbeitslosigkeit aus unserem wortschatz verbannen;ich träume persönlich davon dass wir den begriff arbeitslosigkeit aus unserem wortschatz verbannen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397506.mp3;common_voice_de_22397506.mp3;0;204;204;77568;autonome navigation funktioniert hier ganz anders;autonome navigation funktioniert hier ganz anders;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397511.mp3;common_voice_de_22397511.mp3;0;240;240;91392;die geste gilt als ausdruck der missbilligung oder verachtung;die geste gilt als ausdruck der missbilligung oder verachtung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397521.mp3;common_voice_de_22397521.mp3;0;309;309;117888;sie fragen sich ob all die dinge die wir gegenwärtig haben von dauer sind;sie fragen sich ob all die dinge die wir gegenwärtig haben von dauer sind;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397523.mp3;common_voice_de_22397523.mp3;0;212;212;80640;die debatte ist am mittwoch nachmittag;die debatte ist am mittwochnachmittag;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397535.mp3;common_voice_de_22397535.mp3;0;332;332;126720;seither wird er insbesondere auf dem gebiet der thriller und horor literatur eingesetzt;seither wird er insbesondere auf dem gebiet der thriller und horrorliteratur eingesetzt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397539.mp3;common_voice_de_22397539.mp3;0;327;327;124800;eine große zahl von souvenirs mit den legendären hunden wird feil geboten;eine große zahl von souvenirs mit den legendären hunden wird feilgeboten;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397550.mp3;common_voice_de_22397550.mp3;0;153;153;57984;träumt ihr eigentlich den ganzen tag;träumt ihr eigentlich den ganzen tag;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397558.mp3;common_voice_de_22397558.mp3;0;240;240;91392;es handelt sich hier um einen außerordentlich wichtigen änderungsantrag;es handelt sich hier um einen außerordentlich wichtigen änderungsantrag;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397561.mp3;common_voice_de_22397561.mp3;0;194;194;73728;sein vater war ukraina seine mutter russin;sein vater war ukrainer seine mutter russin;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397563.mp3;common_voice_de_22397563.mp3;0;225;225;85632;wenn sie mit kindern zu tun hat ist babsi ein ganz anderer mensch;wenn sie mit kindern zu tun hat ist babsi ein ganz anderer mensch;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397565.mp3;common_voice_de_22397565.mp3;0;199;199;75648;märkte haben sich in wittlingen nie gebildet;märkte haben sich in wittlingen nie gebildet;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397567.mp3;common_voice_de_22397567.mp3;0;256;256;97536;beim neuen rathaus der stadt findet man dasselbe motiv neu interpretiert;beim neuen rathaus der stadt findet man dasselbe motiv neu interpretiert;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397568.mp3;common_voice_de_22397568.mp3;0;354;354;135168;größere exemplare werden bisweilen mit einem direkt am hut befestigten handgriff betätigt;größere exemplare werden bisweilen mit einem direkt am hut befestigten handgriff betätigt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397574.mp3;common_voice_de_22397574.mp3;0;221;221;84096;die anklage erwies sich als haltlos;die anklage erwies sich als haltlos;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397575.mp3;common_voice_de_22397575.mp3;0;201;201;76416;diese verbindungen sind daher unzuverlässiger;diese verbindungen sind daher unzuverlässiger;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397591.mp3;common_voice_de_22397591.mp3;0;175;175;66432;dort entstanden im selben jahr auch landesverbände;dort entstanden im selben jahr auch landesverbände;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397592.mp3;common_voice_de_22397592.mp3;0;117;117;44160;hast du fein gemacht;hast du fein gemacht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397594.mp3;common_voice_de_22397594.mp3;0;208;208;79104;nach diesem winter beendete er seine karriere;nach diesem winter beendete er seine karriere;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397646.mp3;common_voice_de_22397646.mp3;0;326;326;124416;das betätigen der dampfbremse erforderte daher viel erfahrung des lokomotivführers;das betätigen der dampfbremse erforderte daher viel erfahrung des lokomotivführers;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397648.mp3;common_voice_de_22397648.mp3;0;328;328;125184;die bundesregierung beauftragte das unternehmen mit regelmäßiger beobachtung der politischen landschaft;die bundesregierung beauftragte das unternehmen mit regelmäßiger beobachtung der politischen landschaft;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397649.mp3;common_voice_de_22397649.mp3;0;292;292;111360;einer späten variante der legende zufolge wurde er erträngt;einer späten variante der legende zufolge wurde er ertränkt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397657.mp3;common_voice_de_22397657.mp3;0;119;119;44928;ich war abends noch spazieren;ich war abends noch spazieren;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397658.mp3;common_voice_de_22397658.mp3;0;234;234;89088;die fortpflanzung entspricht der der übrigen kängorus;die fortpflanzung entspricht der der übrigen kängurus;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397675.mp3;common_voice_de_22397675.mp3;0;345;345;131712;die zeitschrift berichtet über deutschsprachige und internationale neuerscheinungen;die zeitschrift berichtet über deutschsprachige und internationale neuerscheinungen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397691.mp3;common_voice_de_22397691.mp3;0;160;160;60672;erstellung und verkauf bedürfen einer genehmigung;herstellung und verkauf bedürfen einer genehmigung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397693.mp3;common_voice_de_22397693.mp3;0;207;207;78720;die krone ist kurz und scharlachrot;die krone ist kurz und scharlachrot;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397696.mp3;common_voice_de_22397696.mp3;0;258;258;98304;als dritten punkt möchte ich mich auf die frage der zusammenarbeit beziehen;als dritten punkt möchte ich mich auf die frage der zusammenarbeit beziehen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397698.mp3;common_voice_de_22397698.mp3;0;250;250;95232;insgesamt schoss er sieben tore in acht spielen für die türkische nationalmannschaft;insgesamt schoss er sieben tore in acht spielen für die türkische nationalmannschaft;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397716.mp3;common_voice_de_22397716.mp3;0;169;169;64128;wir wissen und erwarten dass sie dies tun werden;wir wissen und erwarten dass sie dies tun werden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397717.mp3;common_voice_de_22397717.mp3;0;296;296;112896;er ist ein zusammengesetzter datentyp aus verschiedenen anderen datentypen;er ist ein zusammengesetzter datentyp aus verschiedenen anderen datentypen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397719.mp3;common_voice_de_22397719.mp3;0;265;265;100992;ein körperkontakt zur dame findet selten statt etwa in den achsen;ein körperkontakt zur dame findet selten statt etwa in den achsen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397726.mp3;common_voice_de_22397726.mp3;0;144;144;54528;es gab einige leicht verletzte;es gab einige leichtverletzte;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397727.mp3;common_voice_de_22397727.mp3;0;254;254;96768;letzterer begann mit dem verkauf von land zur schuldentilgung;letzterer begann mit dem verkauf land zur schuldentilgung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397740.mp3;common_voice_de_22397740.mp3;0;279;279;106368;im chaos des zusammenbruchs war es nicht einfach die späteren angeklagten zu finden;im chaos des zusammenbruchs war es nicht einfach die späteren angeklagten zu finden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397742.mp3;common_voice_de_22397742.mp3;0;284;284;108288;ein neues bahnsteigdach sowie ein zweiter zugang wurden errichtet;ein neues bahnsteigdach sowie ein zweiter zugang wurden errichtet;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397744.mp3;common_voice_de_22397744.mp3;0;329;329;125568;einige ausgaben beschäftigten sich zudem mit aus westfahlen stammenden künstlern;einige ausgaben beschäftigten sich zudem mit aus westfalen stammenden künstlern;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397755.mp3;common_voice_de_22397755.mp3;0;245;245;93312;technisch stellt sie softwar schnittstellen oder dienste bereit;technisch stellt sie software schnittstellen oder dienste bereit;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397757.mp3;common_voice_de_22397757.mp3;0;278;278;105984;später fiel auch in alzenau ein außergewöhnlich schwerer wolkenbruch;später fiel auch in alzenau ein außergewöhnlich schwerer wolkenbruch;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397758.mp3;common_voice_de_22397758.mp3;0;361;361;137856;danach stellte sich die literatur weitestgehend in den dienst des aufbaus einer sozialistischen gesellschaft;danach stellte sich die literatur weitestgehend in den dienst des aufbaus einer sozialistischen gesellschaft;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397759.mp3;common_voice_de_22397759.mp3;0;240;240;91392;wiener gemeindebezirk döbling nach ihm genannt;wiener gemeindebezirk döbling nach ihm benannt;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397771.mp3;common_voice_de_22397771.mp3;0;328;328;125184;die neue flagge sollte von einem am mittwoch geborenen erstmals gesetzt werden;die neue flagge sollte von einem am mittwoch geborenen erstmals gesetzt werden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397772.mp3;common_voice_de_22397772.mp3;0;199;199;75648;das cockpit erfährt eine komplette neugestaltung;das cockpit erfährt eine komplette neugestaltung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397773.mp3;common_voice_de_22397773.mp3;0;251;251;95616;das war zwar nicht zum protokoll aber wir nehmen es zur kenntnis;das war zwar nicht zum protokoll aber wir nehmen es zur kenntnis;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397786.mp3;common_voice_de_22397786.mp3;0;243;243;92544;dies spart den aufwand für die pflanzung oder saat;dies spart den aufwand für die pflanzung oder saat;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397794.mp3;common_voice_de_22397794.mp3;0;284;284;108288;mit diesem vorschlag essen wir unsere kinder nicht auf sondern ernähren sie;mit diesem vorschlag essen wir unsere kinder nicht auf sondern ernähren sie;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397816.mp3;common_voice_de_22397816.mp3;0;356;356;135936;andernfalls bleibt uns nichts anderes übrig als das misstrauensvotum zu unterstützen;andernfalls bleibt uns nichts anderes übrig als das misstrauensvotum zu unterstützen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397819.mp3;common_voice_de_22397819.mp3;0;186;186;70656;solche elemente gibt es in haiti nicht;solche elemente gibt es in haiti nicht;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397836.mp3;common_voice_de_22397836.mp3;0;385;385;147072;die rechts links lokalisation geschieht sicher oben unten und vorne hinten unterscheidungen sind dagegen schwieriger;die rechts links lokalisation geschieht sicher oben unten und vorne hinten unterscheidungen sind dagegen schwieriger;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22397837.mp3;common_voice_de_22397837.mp3;0;227;227;86400;anschließend trat er als baumeister in den staatsdienst;anschließend trat er als baumeister in den staatsdienst;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407632.mp3;common_voice_de_22407632.mp3;0;319;319;121728;deshalb können wir bei einer plötzlichen starken zunahme in unserer brancge besser reagieren;deshalb können wir bei einer plötzlichen starken zunahme in unserer branche besser reagieren;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407640.mp3;common_voice_de_22407640.mp3;0;245;245;93312;der terrorismus ist in diesem zusammenhang angesprochen worden;der terrorismus ist in diesem zusammenhang angesprochen worden;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407642.mp3;common_voice_de_22407642.mp3;0;265;265;100992;ich habe große achtung vor ihrer arbeit innerhalb der vorgegebenen rahmen;ich habe große achtung vor ihrer arbeit innerhalb der vorgegebenen rahmen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407674.mp3;common_voice_de_22407674.mp3;0;314;314;119808;stets haben die blätter jedoch zumindest am grunde der blattschpreite zwei drüsen;stets haben die blätter jedoch zumindest am grunde der blattspreite zwei drüsen;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407675.mp3;common_voice_de_22407675.mp3;0;281;281;107136;zwischen politik und wirtschaft besteht ein ungleichgewicht das ganz zweifellos verändert werden muss;zwischen politik und wirtschaft besteht ein ungleichgewicht das ganz zweifellos verändert werden muss;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407677.mp3;common_voice_de_22407677.mp3;0;250;250;95232;danach studierte sie ballett gesang und coreografie;danach studierte sie ballett gesang und choreografie;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407701.mp3;common_voice_de_22407701.mp3;0;259;259;98688;er prägt in großem maße das wirtschaftliche geschehen der umgebung;er prägt in großem maße das wirtschaftliche geschehen der umgebung;train
cv-corpus-6.1-2020-12-11/de;372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8;common-voice-de-30v30;common_voice_de_22407704.mp3;common_voice_de_22407704.mp3;0;276;276;105216;der name stammt von den maskogieindianen welche die stadt gegründet haben;der name stammt von den muskogee indianern welche die stadt gegründet haben;train
