Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (01674-01777).mp3;1674;1777;103;43468;es gab ein paar wirkliche menschen;es gab ein paar wirkliche menschen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (01776-01841).mp3;1776;1841;65;27586;und es gab den rest;und es gab den rest;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (01846-01983).mp3;1846;1983;137;57679;eine schattenhafte armee das heer von gestalten im hintergrund;eine schattenhafte armee das heer von gestalten im hintergrund;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (01999-02224).mp3;1999;2224;225;94459;ein volk von ameisen die über die erde wimmelten und miteinander gemeinsam hatten dass ihnen etwas fehlte;ein volk von ameisen die über die erde wimmelten und miteinander gemeinsam hatten dass ihnen etwas fehlte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (02242-02331).mp3;2242;2331;89;37617;sie wurden geboren und starben;sie wurden geboren und starben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (02349-02593).mp3;2349;2593;244;102400;waren wie die kleinen flecken flatternden lebens aus denen ein vogelschwarm bestand verschwand einer bemerkte man es kaum;waren wie die kleinen flecken flatternden lebens aus denen ein vogelschwarm bestand verschwand einer bemerkte man es kaum;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (02642-02739).mp3;2642;2739;97;40960;die menschen auf die es ankam waren wenige;die menschen auf die es ankam waren wenige;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (02779-02930).mp3;2779;2930;151;63530;dass ihr armer friedrich nicht der klügste war und außerdem etwas kränklich;dass ihr armer friedrich nicht der klügste war und außerdem etwas kränklich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (02929-03167).mp3;2929;3167;238;99893;mit einer neigung zu magen weh und ohrenschmerzen hatte sich schon gezeigt als er mit sechzehn nach london gekommen war;mit einer neigung zu magenweh und ohrenschmerzen hatte sich schon gezeigt als er mit sechzehn nach london gekommen war;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (03166-03321).mp3;3166;3321;156;66039;in weißem hermelin mit einem hofstaat von vierhundert leuten;in weißem hermelin mit einem hofstaat von vierhundert leuten;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (03371-03714).mp3;3371;3714;343;144197;er war gekommen weil die anderen freier sich davongestohlen oder im entscheidenden moment kein angebot gemacht hatten zuerst hatte der junge könig von schweden abgelehnt;er war gekommen weil die anderen freier sich davongestohlen oder im entscheidenden moment kein angebot gemacht hatten zuerst hatte der junge könig von schweden abgelehnt;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (03721-03786).mp3;3721;3786;65;27586;dann moritz von oranien;dann moritz von oranien;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (03811-03876).mp3;3811;3876;65;27586;dann otto von hessen;dann otto von hessen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (03894-04116).mp3;3894;4116;222;93205;dann hatte es für eine weile den geradezu tollkühnen plan gegeben sie mit dem prinzen von piemont zu verheiraten;dann hatte es für eine weile den geradezu tollkühnen plan gegeben sie mit dem prinzen von piemont zu verheiraten;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (04121-04246).mp3;4121;4246;125;52663;der zwar kein geld hatte aber der neffe des spanischen königs war;der zwar kein geld hatte aber der neffe des spanischen königs war;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (04267-04367).mp3;4267;4367;100;42214;papas alter traum von einer versöhnung mit spanien;papas alter traum von einer versöhnung mit spanien;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (04401-04479).mp3;4401;4479;78;33019;aber die spanier waren skeptisch geblieben;aber die spanier waren skeptisch geblieben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (04497-04730).mp3;4497;4730;233;97803;und auf einmal war nur mehr der deutsche kurprinz friedrich mit der großen zukunft übrig gewesen;und auf einmal war nur mehr der deutsche kurprinz friedrich mit der großen zukunft übrig gewesen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (04752-05074).mp3;4752;5074;322;135001;monatelang war der pfälzische kanzler zum verhandeln in london gewesen bis sie sich endlich geeinigt hatten vierzigtausend pfund mitgift von papa nach deutschland;monatelang war der pfälzische kanzler zum verhandeln in london gewesen bis sie sich endlich geeinigt hatten vierzigtausend pfund mitgift von papa nach deutschland;train8;110001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05088-05184).mp3;5088;5184;96;40543;dafür zehntausend pfund jedes jahr;dafür zehntausend pfund jedes jahr;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05183-05248).mp3;5183;5248;65;27586;aus der pfalz nach london;aus der pfalz nach london;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05301-05437).mp3;5301;5437;136;57261;nach der vertragsunterzeichnung war friedrich selbst angereist;nach der vertragsunterzeichnung war friedrich selbst angereist;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05436-05520).mp3;5436;5520;84;35527;ganz starr vor unsicherheit;ganz starr vor unsicherheit;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05549-05752).mp3;5549;5752;203;85264;er hatte sich bei seiner begrüßungsrede sofort verhaspelt man merkte wie erbärmlich sein französisch war;er hatte sich bei seiner begrüßungsrede sofort verhaspelt man merkte wie erbärmlich sein französisch war;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (05779-05987).mp3;5779;5987;208;87354;und bevor die peinlichkeit noch größer werden konnte war papa kurzerhand auf ihn zugetreten und hatte ihn umarmt;und bevor die peinlichkeit noch größer werden konnte war papa kurzerhand auf ihn zugetreten und hatte ihn umarmt;train;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06021-06089).mp3;6021;6089;68;28840;dann hatte der arme kerl ihr;dann hatte der arme kerl ihr;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06101-06289).mp3;6101;6289;188;78995;mit spitzen trockenen lippen den vom protokoll vorgeschriebenen begrüßungskuss gegeben;mit spitzen trockenen lippen den vom protokoll vorgeschriebenen begrüßungskuss gegeben;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06345-06500).mp3;6345;6500;155;65202;am nächsten tag hatten sie eine bootsfahrt mit der größten barke des hofes gemacht;am nächsten tag hatten sie eine bootsfahrt mit der größten barke des hofes gemacht;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06530-06727).mp3;6530;6727;197;82756;nur mama hatte nicht mitkommen wollen weil sie einen pfälzischen prinzen nicht standesgemäß fand;nur mama hatte nicht mitkommen wollen weil sie einen pfälzischen prinzen nicht standesgemäß fand;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06740-06982).mp3;6740;6982;242;101565;zwar hatte der pfälzische kanzler mit hilfe läppischer gutachten seiner hofjuristen behauptet dass ein kurfürst;zwar hatte der pfälzische kanzler mit hilfe läppischer gutachten seiner hofjuristen behauptet dass ein kurfürst;train7;102
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (06981-07050).mp3;6981;7050;69;29258;im rang eines königs stand;im rang eines königs stand;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07079-07161).mp3;7079;7161;82;34691;aber jeder wusste dass das blanker unsinn war;aber jeder wusste dass das blanker unsinn war;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07198-07263).mp3;7198;7263;65;27586;nur ein könig war ein könig;nur ein könig war ein könig;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07301-07522).mp3;7301;7522;221;92787;auf der bootsfahrt hatte friedrich an der reling gelehnt und versucht sich die seekrankheit nicht anmerken zu lassen;auf der bootsfahrt hatte friedrich an der reling gelehnt und versucht sich die seekrankheit nicht anmerken zu lassen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07548-07635).mp3;7548;7635;87;36781;ganz kindliche augen hatte er gehabt;ganz kindliche augen hatte er gehabt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07686-07784).mp3;7686;7784;98;41378;aber er hatte so aufrecht gestanden;aber er hatte so aufrecht gestanden;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07805-07934).mp3;7805;7934;129;54335;wie nur die besten hofmeister es einem beibringen können;wie nur die besten hofmeister es einem beibringen können;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (07977-08106).mp3;7977;8106;129;54335;du bist sicher ein guter fechter hatte sie gedacht und;du bist sicher ein guter fechter hatte sie gedacht und;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (08137-08373).mp3;8137;8373;199;84011;du bist nicht hässlich mach dir keine sorgen hätte sie am liebsten gesagt ich bin jetzt bei dir;du bist nicht hässlich mach dir keine sorgen hätte sie am liebsten gesagt ich bin jetzt bei dir;train8;2204
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (08425-08538).mp3;8425;8538;113;47648;und jetzt so viele jahre später;und jetzt so viele jahre später;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (08573-08666).mp3;8573;8666;93;39289;konnte er noch immer perfekt dastehen;konnte er noch immer perfekt dastehen;train7;10000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (08697-08884).mp3;8697;8884;187;78577;was auch geschehen war wie sehr man ihn erniedrigt und zum gespött europas gemacht hatte;was auch geschehen war wie sehr man ihn erniedrigt und zum gespött europas gemacht hatte;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (08884-09029).mp3;8884;9029;145;61023;aufrecht zu stehen das vermochte er noch wie zuvor;aufrecht zu stehen das vermochte er noch wie zuvor;train7;200
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (09038-09180).mp3;9038;9180;142;59769;den kopf leicht in den nacken gelegt das kinn erhoben;den kopf leicht in den nacken gelegt das kinn erhoben;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (09203-09276).mp3;9203;9276;73;30929;die arme auf dem rücken verschränkt;die arme auf dem rücken verschränkt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 085.mp3;Daniel Kehlmann - Tyll - 085 (09312-09414).mp3;9312;9414;102;43050;und auch seine schönen kälberaugen hatte er noch;und auch seine schönen kälberaugen hatte er noch;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00039-00122).mp3;39;122;83;35109;sie mochte ihren armen könig gern;sie mochte ihren armen könig gern;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00136-00201).mp3;136;201;65;27586;sie konnte gar nicht anders;sie konnte gar nicht anders;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00227-00552).mp3;227;552;325;136255;all die jahre hatte sie mit ihm verbracht ihm mehr kinder geboren als sie zählen konnte ihn nannte man den winterkönig sie die winterkönigin;all die jahre hatte sie mit ihm verbracht ihm mehr kinder geboren als sie zählen konnte ihn nannte man den winterkönig sie die winterkönigin;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00576-00641).mp3;576;641;65;27586;ihrer beider schicksale;ihrer beider schicksale;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00656-00741).mp3;656;741;85;35945;waren unauflöslich verbunden;waren unauflöslich verbunden;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00787-00900).mp3;787;900;113;47648;damals auf der themse hatte sie davon nichts geahnt;damals auf der themse hatte sie davon nichts geahnt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (00910-01057).mp3;910;1057;147;61858;da hatte sie bloß gedacht dass sie dem armen jungen ein paar dinge beibringen müsse;da hatte sie bloß gedacht dass sie dem armen jungen ein paar dinge beibringen müsse;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01082-01178).mp3;1082;1178;96;40543;denn wenn man miteinander vermählt war;denn wenn man miteinander vermählt war;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01188-01266).mp3;1188;1266;78;33019;musste man auch miteinander sprechen;musste man auch miteinander sprechen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01289-01366).mp3;1289;1366;77;32601;mit dem da konnte das schwierig werden;mit dem da konnte das schwierig werden;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01371-01452).mp3;1371;1452;81;34273;der hatte von gar nichts so eine ahnung;der hatte von gar nichts so eine ahnung;train9;100000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01510-01853).mp3;1510;1853;343;143778;ganz überwältigt musste er gewesen sein so weit weg von seinem heidelberger schloss fern von den kühen der heimat von den spitzen häusern und deutschen leutchen;ganz überwältigt musste er gewesen sein so weit weg von seinem heidelberger schloss fern von den kühen der heimat von den spitzen häusern und deutschen leutchen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (01852-02246).mp3;1852;2246;340;142943;zum ersten mal in einer stadt und da stand er gleich vor all den schlauen furchteinflößenden herren und damen und zu allem überfluss vor papa;zum ersten mal in einer stadt und da stand er gleich vor all den schlauen furchteinflößenden herren und damen und zu allem überfluss vor papa;train7;1000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (02271-02341).mp3;2271;2341;70;29676;der ohnehin jedem angst machte;der ohnehin jedem angst machte;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (02403-02584).mp3;2403;2584;181;76069;am abend nach der bootsfahrt hatten papa und sie die längste unterredung ihres lebens gehabt;am abend nach der bootsfahrt hatten papa und sie die längste unterredung ihres lebens gehabt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (02630-02695).mp3;2630;2695;65;27586;sie kannte ihren vater kaum;sie kannte ihren vater kaum;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (02727-02882).mp3;2727;2882;155;65202;sie war nicht bei ihm sondern bei lord harington auf combe abbey aufgewachsen;sie war nicht bei ihm sondern bei lord harington auf combe abbey aufgewachsen;train7;10101
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (02886-03004).mp3;2886;3004;118;49738;familien von rang erzogen ihre kinder nicht selbst;familien von rang erzogen ihre kinder nicht selbst;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03038-03143).mp3;3038;3143;105;44304;ihr vater war ein schatten in ihren träumen gewesen;ihr vater war ein schatten in ihren träumen gewesen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03154-03318).mp3;3154;3318;153;64785;eine gestalt auf gemälden eine figur die in märchen vorkam;eine gestalt auf gemälden eine figur die in märchen vorkam;train7;10001
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03360-03490).mp3;3360;3490;130;54753;der herr der zwei königreiche england und schottland;der herr der zwei königreiche england und schottland;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03507-03677).mp3;3507;3677;145;61441;der verfolger der gottlosen hexer der schrecken spaniens;der verfolger der gottlosen hexer der schrecken spaniens;train7;1
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03689-03781).mp3;3689;3781;92;38871;der protestantische sohn;der protestantische sohn;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03797-03897).mp3;3797;3897;100;42214;der hingerichteten katholischen königin;der hingerichteten katholischen königin;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (03943-04174).mp3;3943;4174;231;96967;wenn man ihn traf war man jedes mal überrascht davon dass er eine so lange nase hatte und so geschwollene tränensäcke;wenn man ihn traf war man jedes mal überrascht davon dass er eine so lange nase hatte und so geschwollene tränensäcke;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04190-04347).mp3;4190;4347;157;66038;seine augen sahen immer aus als blickte er nach innen und dächte nach;seine augen sahen immer aus als blickte er nach innen und dächte nach;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04373-04512).mp3;4373;4512;139;58515;stets hatte man bei ihm das gefühl etwas falsches gesagt zu haben;stets hatte man bei ihm das gefühl etwas falsches gesagt zu haben;train9;101011
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04522-04587).mp3;4522;4587;65;27586;aber das machte er absichtlich;aber das machte er absichtlich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04593-04658).mp3;4593;4658;65;27586;das hatte er sich angewöhnt;das hatte er sich angewöhnt;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04716-04809).mp3;4716;4809;93;39289;es war ihr erstes richtiges gespräch gewesen;es war ihr erstes richtiges gespräch gewesen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04849-04920).mp3;4849;4920;71;30094;wie geht es dir liebe tochter;wie geht es dir liebe tochter;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (04922-05134).mp3;4922;5134;212;89026;so war es sonst gegangen wenn sie nach whitehall gekommen war danke mir geht es vortrefflich lieber vater;so war es sonst gegangen wenn sie nach whitehall gekommen war danke mir geht es vortrefflich lieber vater;train7;20200
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05145-05266).mp3;5145;5266;121;50992;deine mutter und ich freuen uns dich wohl zu sehen;deine mutter und ich freuen uns dich wohl zu sehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05265-05408).mp3;5265;5408;143;60187;schwerlich so sehr wie es mich freut euch vater gesund zu sehen;schwerlich so sehr wie es mich freut euch vater gesund zu sehen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05453-05518).mp3;5453;5518;65;27586;im geist nannte sie ihn papa;im geist nannte sie ihn papa;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05566-05631).mp3;5566;5631;65;27586;aber ihn so anzusprechen;aber ihn so anzusprechen;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05646-05711).mp3;5646;5711;65;27586;hätte sie sich nie getraut;hätte sie sich nie getraut;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (05783-05992).mp3;5783;5992;209;87772;an diesem abend waren sie zum ersten mal miteinander allein gewesen papa stand am fenster die arme auf dem rücken;an diesem abend waren sie zum ersten mal miteinander allein gewesen papa stand am fenster die arme auf dem rücken;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06001-06071).mp3;6001;6071;70;29676;eine ganze weile sagte er kein wort;eine ganze weile sagte er kein wort;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06070-06196).mp3;6070;6196;126;53081;und weil sie nicht wusste was sie sagen sollte schwieg auch sie;und weil sie nicht wusste was sie sagen sollte schwieg auch sie;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06239-06330).mp3;6239;6330;91;38453;der tölpel hat eine große zukunft;der tölpel hat eine große zukunft;train7;2
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06356-06421).mp3;6356;6421;65;27586;sagte er schließlich;sagte er schließlich;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06444-06509).mp3;6444;6509;65;27586;wieder schwieg er;wieder schwieg er;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06535-06736).mp3;6535;6736;201;84428;er nahm irgendein marmording vom regal betrachtete es und stellte es mit spitzen fingern zurück;er nahm irgendein marmording vom regal betrachtete es und stellte es mit spitzen fingern zurück;train8;120000
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06789-06895).mp3;6789;6895;106;44722;drei protestantische kurfürsten gibt es;drei protestantische kurfürsten gibt es;train;0
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (06913-07013).mp3;6913;7013;100;42214;sagte er so leise dass sie sich vorbeugen musste;sagte er so leise dass sie sich vorbeugen musste;train7;100
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07028-07160).mp3;7028;7160;132;55589;und der pfälzische also deiner ist der höchste im rang;und der pfälzische also deiner ist der höchste im rang;train7;10002
Daniel Kehlmann;Ulrich Noethen;Tyll;Daniel Kehlmann - Tyll - 086.mp3;Daniel Kehlmann - Tyll - 086 (07178-07278).mp3;7178;7278;100;42214;das haupt der protestantischen union im reich;das haupt der protestantischen union im reich;train;0
